text,Municipality ,Feature Label
"Zulia con miles d pa§ales, jab¢n alimentos regulados http:// m.panorama.com.ve/not.php?id=137 516&width=360 ? pic.twitter.com/OuwGpnM9Di #PuebloUnidoConMaduro "" #TROPA",Baruta,1
"Cientos de pobres hacen colas para pedir un plato de alimentos en calles de #Miami pic.twitter.com/0zBurkm9M9 Via: @conchienchia "" #TROPA",Baruta,1
"Basta de hablar pestes de Venezuela, @reinaldoprofeta Aqu° est† tu escasez de alimentos en Nueva Esparta. pic.twitter.com/oicvSGZzGb "" #TROPA",Baruta,1
"Anaqueles de Makro en Barquisimeto cuentan arroz,pasta,aceite, entre otros. alimentos garant°a del pueblo venezolano pic.twitter.com/D9qSmKjLs2 """,Baruta,1
"No hay cafÇ, az£car, h.pan, jab¢n para lavar. Manteq"" @yaghipsy75 : #AnaquelesVaciosEnVenezuela no hay comida en Venezuela..renuncia Nicolas.""",Baruta,1
""" @ResistenciaV58 : MAKRO, La Yaguara #AnaquelesVaciosEnVenezuela pic.twitter.com/lZo9dgFps9 """,Baruta,1
""" @lperezv : "" #4E #AnaquelesVaciosEnVenezuela Asi estan los super en #Valera #Trujillo pic.twitter.com/avecDUCf95 via @FernandoJoseM20 """"",Baruta,1
Municipio #Guaicaipuro mega cola en el super l°der los Teques en la Panamericana. #Escasez ? https://www. instagram.com/p/BBc59SGyMxv/,Baruta,1
"Venezuela con este gobierno esta en la miseria, la delincuencia desatada, escasez , inflaci¢n, nos gobiernan son narcos #SOSTerrorismoEnVzla",Baruta,1
"No escuche a Maduro hablar de Derechos Humanos, De la Violencia que Vivimos, de la escasez que padecemos #MaduroTuAMiNoMeRepresentas",Baruta,1
Persiste escasez de #medicamentos aunque se importan 4 veces m†s kilos que en 1998 http:// la-tabla.blogspot.com/2015/02/venezu ela-importa-cuatro-veces-mas.html ? #PuebloContraLasMafiasB,Baruta,1
-Maduro pa' cuando se acaban las colas y la escasez ? - #EjUnaPreguntaMuyDificil pic.twitter.com/jI6og6YXl1,Baruta,1
"Esta ""dem¢crata"" escond°a mil toneladas de productos en Maracaibo. ®Y la escasez es culpa de Maduro? pic.twitter.com/InleMt5wGy "" #TROPA RT RT",Baruta,1
"Fallaron en la abundancia, ®Que podemos esperar en la escasez ?",Baruta,1
Ahora si se acab¢ la escasez . Carlos Osorio anunci¢ que gobierno tom¢ planta de Zuli Milk. Otro poquito m†s de Paatriiia,Baruta,1
"Basta de hablar pestes de Venezuela, @reinaldoprofeta Aqu° est† tu escasez de alimentos en Nueva Esparta. pic.twitter.com/oicvSGZzGb "" #TROPA",Baruta,1
"@unaiamenabar La Revoluci¢n Francesa y la Revoluci¢n Bolchevique tuvieron un detonante com£n: el hambre ...tic tac, tic tac.",Baruta,1
Qns sabemos lo q es ser pobre y pasar hambre no podemos respaldar esta dictadura hambradora. ≠Revocatorio ya!,Baruta,1
"Tucupita encendida. Mas de 100 detenidos por protesta. Tenemos hambre , gritaba la gente.",Baruta,1
"El pueblo esta pasando hambre por culpa de unos corruptos que no quieren salir del poder, basta? https://www. instagram.com/p/BHD5L7mg_y6/",Baruta,1
Los q saquearon la ¢ptica ten°an hambre de lectura...,Baruta,1
"Cuman† El saqueo verdadero se lo dieron a Venezuela. El PSUV saque¢ a PDVSA el BCV y la moral de la FAN, eso si es saqueo lo dem†s es hambre",Baruta,1
"®Se entiende ahora el comportamiento de nuestras FAN cuando los saqueos del Caracazo? ≠Y no hab°a dictadura, satrap°a, hambre ni colas!",Baruta,1
"Hay mucha hambre y sed, el pueblo muriendo de mengua ...La olla de presi¢n a punto de estallar... @tostonsito1 @Copimil @copipega @querre1",Baruta,1
"Vota por el cambio, ah no ser que quieras seguir en estas.. haciendo colas para pasar hambre #ChavistaVotaXlaManito pic.twitter.com/bP0P2Z6rAv",Baruta,1
#DocentesContratoOParoYa . #DocentesContratoOParoYa . #DocentesContratoOParoYa . Docentes con HAMBRE NO PUEDEN ED,Baruta,1
Por que siempre tienes hambre y sue§o? pic.twitter.com/Je2SMllnD2,Baruta,1
"@germainnavas @copipega No se equivoca, saqueos son provocados: Por el hambre , el desespero y Cansancio de estar todos los d°as en una cola",Baruta,1
"≠Qn lo dir°a! ≠Los muertos de hambre exigiendo visa! Gracias Obama, gracias Francisco, gracias mu§eco podrido...",Baruta,1
"Venezuela est† entre los pa°ses que ha disminuido el hambre con mayor Çxito en el mundo http:// ow.ly/LBzId pic.twitter.com/OWpN0j3dMu """,Baruta,1
"Si hay q pasar hambre , la pasamos mi capit†n... pic.twitter.com/2pNpaFI81W",Baruta,1
"Diosdado: ""si tenemos que pasar hambre , pasaremos hambre "".JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJQJAJAJAJA",Baruta,1
""" @actual360 : Lorent Saleh y Carlos Aponte contin£an en huelga de hambre Via http:// actualidad360.com/?n=18374 "" EXCELENTE ESO NO TE SALVA TERRORISTA",Baruta,1
Nuestros hermanos detenidos @LORENT_SALEH @Gabriel_Valles y @GerardoCarrero7 se declaran en HUELGA DE HAMBRE desde el Sebin Plaza Venezuela,Baruta,1
Misi¢n sembrar el caos. Crear descontento para tener el pretexto de la expropiaci¢n. Operaci¢n Dakazo Fase 2. A paso de muertos de hambre ...,Baruta,1
""" @desagabriel1383 : Saquean Gandola de l†cteos que volc¢ en pendiente de Tazon. pic.twitter.com/5V9fQTaiUE ""El hambre los convierte en ladrones",Baruta,1
"Esto es el socialismo, presidente: presos pol°ticos, hambre y peleas x un pollo. CuÇntelo en Chile... pic.twitter.com/XkHGngkGmE",Baruta,1
Y un d°a el hambre vino y los sapos segu°an gordos...,Baruta,1
A UNOS LES OBLIGAN A IR Y A OTROS A PASAR HAMBRE ! @GuaroTerepaima : pic.twitter.com/l54Pq0gKyP .. @LucioQuincioC @antenax2 @copipega @globovision,Baruta,1
? @wwwmolina : RT @twittar27 : Muertos de hambre pero con buen aliento carajo pic.twitter.com/9MsO0GALDM ? Demanda x alitosis causada x coprofagia,Baruta,1
Que ilegal tener hambre a esta hora,Baruta,1
"Miento: ""pueblo con hambre no defiende la democracia.""",Baruta,1
"FAO reconoce avancesVenezuela reducci¢n del hambre mejoras en el salario m°nimo http:// ow.ly/FJ5UH pic.twitter.com/u9t2ZKTGON ""PELUCON #TROPA",Baruta,1
"No hay cafÇ, az£car, h.pan, jab¢n para lavar. Manteq"" @yaghipsy75 : #AnaquelesVaciosEnVenezuela no hay comida en Venezuela..renuncia Nicolas.""",Baruta,1
""" @ResistenciaV58 : MAKRO, La Yaguara #AnaquelesVaciosEnVenezuela pic.twitter.com/lZo9dgFps9 """,Baruta,1
""" @lperezv : "" #4E #AnaquelesVaciosEnVenezuela Asi estan los super en #Valera #Trujillo pic.twitter.com/avecDUCf95 via @FernandoJoseM20 """"",Baruta,1
Inspectores socialistas del edo Zulia se benefician con jornada de alimentos a precios justos pic.twitter.com/hZn5XooaJ2,Caracas,2
"CARAMBA!!!@GenPenaloza: JULIO MONTOYA a 6 empresas ficticias de alimentos con la misma direccion les asignaron $615 millones preferenciales""",Caracas,2
"Ah° est†, venezolanos cruzando la frontera para comprar alimentos y medicinas. Puente Sim¢n Bolivar. No hay crisis ! pic.twitter.com/Uhyi4UA9Up",Caracas,2
"@AnonymissNegra : localizan sin vida a 2Hermos en su cuarto, al parecer ten°an 3Dias sin alimentos .Santa Rita,Zulia pic.twitter.com/HUr5DVI0Px",Caracas,2
""" @YANSELIS : #concluOEA AYUDEN AL PUEBLO VENEZOLANO NO NOS ABANDONEN ES VERDAD NOS TIENEN HUMILLADOS EN COLAS SIN CASI ALIMENTOS S.O.S""",Caracas,2
"#LorenzoEsEscasez de alimentos , de humanismo, de Çtica, de vergÅenza y dem†s valores humanos... @Kchamaure . @lubrio",Caracas,2
@TITORODRIGUEZZ : #OEAMaduroAsesinaAVzla SIN alimentos y SIN medicinas @NaranjaRA @lizardo_jesus @ElPoliTwico pic.twitter.com/LvbRc8YXUb,Caracas,2
#protestalosfrailes los vecinos de los frailes en catia cierran la av Sucre altura de gato negro x falta de alimentos ! #FueraMaduro #RR,Caracas,2
"Dios provee de alimentos a Venezuela . @la_patilla . @trafficLARA ni§os con hambre ""NO"" #CrisisEducativaVenezuela pic.twitter.com/sL5nvWheQH """,Caracas,2
"La tarde de hoy los vecinos de #LaVega , protestaron por la falta de alimentos . Sigamos el? https://www. instagram.com/p/BGiXL-er38x/",Caracas,2
La @GNB_MirandaGDP Prest¢ Apoyo en Venta de Alimentos casa por casa en el urbanismo Pueblo Nuevo. #YoSoyGNB pic.twitter.com/qrq63inwIl,Caracas,2
"En Carora, Nueva Esparta, Valencia, Puerto Cabello, Matur°n, Boca de Uchire y Caracas protestan por falta de alimentos . #7Jun",Caracas,2
"Hoy, D°a Nacional del Adulto Mayor en Vzla, nada que celebrar, pensiones miserables que no alcanzan, sin alimentos ni medicinas! P†gameBonos",Caracas,2
En Palo Verde protestan por falta de agua y en otros puntos del pa°s por falta de alimentos aunado a la delincuencia.,Caracas,2
La @GNB_Pueblo preata Apoyo en jornada de Alimentos realizada en el urbanismo el Deleite de C£a municipio Urdaneta. pic.twitter.com/bT5qpMF77J,Caracas,2
El que le tenga miedo a otra lista TAZCON recuerda que es peor estar en la lista de la morgue por inseguridad por falta de alimentos etc...,Caracas,2
Hoy @CORP_PDMERCAL atendiendo al c.c cmdte Chavez con Plan de abastecimiento alimentos . Segun censo Casaxcasa. pic.twitter.com/jHyiDx7i6U,Caracas,2
"Participando en el 2do Encuentro del Sistema Popular de Distribucion de Alimentos , fortaleciendo los CLAP. pic.twitter.com/DFH4IVB2op",Caracas,2
En Venezuela tenemos que saber valorar empresas como Polar que trabajan a diario para producir alimentos de calidad.,Caracas,2
#cicpccaricuao aprehendi¢ al ciudadano en menci¢n por el hurto de alimentos @DouglasRicoVzla pic.twitter.com/DralkFvqxU,Caracas,2
14.- Las Jornadas de Mercal son generalmente un fraude. Los alimentos Regulados nunca llegan a los ciudadanos. #BachaquerosPSUV,Caracas,2
"13.- Las estructuras del PSUV, UBCH, FFM, CComunales, reciben alimentos , y los revenden. #BachaquerosPSUV",Caracas,2
"12.- Dentro de Mercal, PDVAL y CASA, hay funcionarios que entregan toneladas de alimentos a la estructura del PSUV. #BachaquerosPSUV",Caracas,2
@GNB_Pueblo Brinda seguridad en Venta de Alimentos Mercal beneficiando a mas de 450 en el eje de Barlovento. pic.twitter.com/b5zTKAyKlu,Caracas,2
#DomenicoHellmeyer y la propuesta de distribuci?n de alimentos del municipio @Chacao http:// klou.tt/h7madbjnmg3,Caracas,2
Asegura Dip. @CEBerrizbeitia que compras de alimentos por parte del Gobierno ten°an un 33% de sobreprecio por cada rubro. #Sesi¢nAN,Caracas,2
Boicot a la cerveza polar en cerros y barrios. Queremos camiones de comida.Desvias los alimentos al este. @NicolasMaduro #ResteadosConMaduro,Caracas,2
Dip. @JulioBorges sugiere que el debate debe centrarse en plantearse el reto de ser un pa°s que venda alimentos a otros. #Sesi¢nAN,Caracas,2
"Basado en encuestas de opini¢n, el Prof. Espa§a expone que parte de la poblaci¢n tarda m†s de 10 horas en conseguir alimentos . #Sesi¢nAN",Caracas,2
Inicia 1er punto del orden del d°a: debate sobre situaci¢n de desabastecimiento de alimentos e implicaciones en calidad de vida venezolana.,Caracas,2
La b£squeda de alimentos afecta la escolaridad de los ni§os. Cerca del 30% falta a clases un d°a a la semana para ayudar a su familia.,Caracas,2
®C¢mo es posible que la inflaci¢n de alimentos haya sigo de 400% en el a§o 2015? #PreguntaleANicolas,Caracas,2
". @JulioBorges : Como cuarta propuesta est† la ?Ley de Cestaticket, de alimentos y de medicinas para los jubilados?. #FortalecerLaUnidad """,Caracas,2
"http://www. maduradas.com/el-saqueo-del- siglo-revelan-como-funcionarios-del-regimen-robaron-mas-de-25-millardos/ ? ESTO ES GRAV?SIMO. ®SERA POR ESTE SAQUEO QUE VENEZUELA ESTA QUEBRADA? NO HAY PRODUCCI?N, ALIMENTOS , NI MEDICINAS",Caracas,2
El 6-Dic.el pueblo votara por la profundizaci¢n del socialismo o por los empresarios que le esconden los alimentos y que gobernaron la 4taRP,Caracas,2
"Las colas no son solo para alimentos , los enfermos tambiÇn las hacen para sus medicinas #MaduroIncapaz @maximo_sanchez",Caracas,2
Que incongruencia Cjl @maximo_sanchez ®Si los alimentos aumentaron 100% como el salario m°nimo solo aumento un 30%? pic.twitter.com/8wineHPunB,Caracas,2
"#LaPatriaNoSeNegocia Polar no produce alimentos ,vendeCerveza importa casi todo,recibido5.200ML$Pref pic.twitter.com/mPMmvD6hpH "" @DanielPSUV",Caracas,2
Madres productoras de @Fundaproal3R siembran alimentos para la Patria! #ContactoConMaduroNro41 pic.twitter.com/wGq5qULXOJ,Caracas,2
. @FP_Lara implementa pol°ticas alimentarias para la distribuci¢n de alimentos a Casas de Alimentaci¢n @czosorio pic.twitter.com/IBYtOe2d8c,Caracas,2
Leales al legado del Comandante Ch†vez!! Comprometidos con la producci¢n comunal de alimentos !! #EnLaCalleXLaPaz pic.twitter.com/CVRnBzR24u,Caracas,2
@Fundaproal3R ofrece alimentos elaborados por nuestras productoras en mercado comunal del edo. Lara pic.twitter.com/gggh5LHjSv,Caracas,2
En Venezuela la excepci¢n es la que hace el Estado al privar al pueblo de los alimentos y generar hambre,Caracas,2
Desde Portuguesa atendemos al pueblo con #SabadoDeMisionAlimentacion distribuyendo 913.24 toneladas de alimentos pic.twitter.com/FaQrA8iYGz,Caracas,2
Gracias a la polar tenemos alimentos . pic.twitter.com/kbTo4YNGMo,Caracas,2
"Mientras en Venezuela los Colombianos le dan casas, trabajo, carros y se roban los alimentos . pic.twitter.com/TRBcbVmgxL",Caracas,2
@MisionNevado muchas gracias x la donaci¢n de alimentos de perrarina y arroz para los perros-gatos Terreno Palo Verde pic.twitter.com/eTnDmT3GT4,Caracas,2
@NicolasMaduro Bachaqueros Colombianos son arrechos para ROBARLE los alimentos a Venezolanos #CierreDeLaFronteraYA pic.twitter.com/0WdMUJ4ACr,Caracas,2
Equipo de @Fundabit distribuye alimentos a los compa§eros afectados por las lluvias en Guasdualito pic.twitter.com/VTZiHhlG0u,Caracas,2
"COCINA Y DESPENSA : Es la estancia en la que guardas, preparas y cocinas los alimentos y la despensa? https:// instagram.com/p/43194Cj_aH/",Caracas,2
Misi¢n Alimentaci¢n desplegada garantizando alimentos a nuestros hermanos de Guasdualito @NicolasMaduro @czosorio pic.twitter.com/89MRT9slGD,Caracas,2
Exigimos la liberaci¢n de nuestro #EEPISTA @fredrickesteban que por exigir alimentos en el bicentenario se lo llevaron preso! #justicia #UCV,Caracas,2
"Hoy por la continuaci¢n del hampa, miseria, muerte, escasez de alimentos , corrupci¢n. Eso significa votar PSUV. pic.twitter.com/GDKvIQEgTV",Caracas,2
No deja de ser extra§o que en menos de 2 meses hayan ocurrido volcamientos de 9 gandolas con alimentos y los saqueos inmediatos.,Caracas,2
GNB ZULIA retiene mas de 80 Toneladas de Alimentos en ese Estado #VenezuelaDependeDeTi @ConElMazoDando @jennygilo pic.twitter.com/FoBoDUygRb,Caracas,2
"Ya el venezolano no sabe que hacer, precios de alimentos rebasan el bolsillo. Venezuela necesita un #cambioYA pic.twitter.com/FVm19BB5I0",Caracas,2
"Garantizamos tu seguridad Alimentaria FP_Monagas se distribuy¢ 42,3TM de alimentos #JornadasACieloAbierto @czosorio pic.twitter.com/AG4zDaM6ii",Caracas,2
Si la gente no encuentra alimentos ni medicina y encima ni luz ni agua adonde es que no quiere llevar la fulana revoluci¢n.,Caracas,2
"Mega decomiso: incautan m†s de 200 toneladas de alimentos en el Zulia http:// ow.ly/MFJmJ pic.twitter.com/k36CHyIJPM +""",Caracas,2
"GNB ZULIA decomis¢ 200 toneladas de alimentos y 24 mil litros de aceite en Maracaibo http:// dld.bz/dCMFV pic.twitter.com/jviKeyhjH1 """,Caracas,2
"GNB ANZO?TEGUI retiene m†s de 5 Toneladas de alimentos en ese Estado http:// ow.ly/MrRqQ http:// ow.ly/i/aDuFN """,Caracas,2
No a la entrega de dolares a empresarios acaparadores de alimentos y productos de primera necesidad mano dura... pic.twitter.com/OOGKUdtu3H,Caracas,2
LOS ALIMENTOS DEBER?AN DAR FUERZA VITAL Solamente una comida hecha con buen †nimo contendr† tambiÇn? https:// instagram.com/p/13FcShj_QQ/,Caracas,2
En realidad no es de acceso a medicamentos es de control as° lo hemos vivido para los alimentos,Caracas,2
.Charla del Trompo de los Alimentos en la U.E Anibal Dominicci sector Pozuelos @MarilynDiLuca @czosorio @innvzla pic.twitter.com/hnfy4eFMSV,Caracas,2
@Dinorahfiguera ?Recordemos la pÇrdidas de 130.000 toneladas de alimentos ?...y todav°a no hay detenidos por el hecho http://www. diariolasamericas.com/5140_noticias- destacadas/3053308_enterese-porque-trasladan-prision-melgen-amigo-menendez.html ?,Caracas,2
"GNB ZULIA desmantela caleta donde se hallaron 5 TN alimentos y 6.600 lts. Combustible en Mara. pic.twitter.com/1p2RpYCChH """,Caracas,2
Alimentos Polar denuncia desv°o de m†s de 200 mil kilos de Harina P.A.N hacia Pdval - http:// bit.ly/1PJH9Dc .',Caracas,2
"Tanta corrupci¢n desatada y con tantas necesidades de alimentos , medicinas... https:// twitter.com/unaiamenabar/s tatus/587817409723129856 ?",Caracas,2
Felipe Gonz†lez: Venezuela est† peor de lo que estuvo Cuba http:// tinyurl.com/kekq2yr LOS VENEZOLANOS NO BUSCAN ALIMENTOS EN BASUREROS. ANIMAL,Caracas,2
"Los dollares que te niegan para viajar son los mismos q niegan a la industria medica, alimentos y a las empresas q necesitan producir",Caracas,2
8 alimentos que dan vida a tu coraz¢n http:// buff.ly/1OUapXr pic.twitter.com/JRYGDskHbc,Caracas,2
11 alimentos que te dar†n saciedad http:// ow.ly/LfEZ9 pic.twitter.com/xvUzeErCv2,Caracas,2
GNB ZULIA retiene casi 100 toneladas de alimentos regulados en el Puente Sobre el Lago http:// noticiaaldia.com/2015/04/gnb-re tiene-casi-100-toneladas-de-alimentos-regulados-en-el-puente-sobre-el-lago/ ?,Caracas,2
"Hoy 7 de abril se conmemora el ""D°a Mundial de la Salud"" teniendo como tema en 2015 La Inocuidad de los alimentos . pic.twitter.com/Ovcv4YX2aK",Caracas,2
". @Mercal_Sucre realiz¢ distribuci¢n en Base Misiones San Fernando beneficiando a 856 Flias. con 24,52Tm d alimentos pic.twitter.com/2PibYAKL8B",Caracas,2
"""Jornada @Pdval_Miranda1 ofrece 32MilKg Alimentos a 2Mil Pers. Ciudad Socialista BelÇn Guarenas. @czosorio "" pic.twitter.com/PFaYxz7YYc",Caracas,2
@rafamoreno25 @GenPenaloza 98%de impunidad en los delitos cometidos robos asaltos asesinatos y compras de armas no de alimentos ni medicinas,Caracas,2
". @Mercal_Sucre beneficio 3627 familias de Base de Misiones Jaguey de Luna con 33,45 Tm de alimentos pic.twitter.com/46Aws3JmlX",Caracas,2
Poder popular participar† en la supervisi¢n de la distribuci¢n de alimentos en todo el pa°s http://www. avn.info.ve/node/293932 . @czosorio RT,Caracas,2
"Mega Jornada PDMercal, la cual distribuy¢ 12Tm d alimentos beneficiando a m†s d 600 personas en el Edo. Falc¢n pic.twitter.com/8AHwoUo1GI",Caracas,2
Estamos asegurando los alimentos al Pueblo y a la vez impulsando toda la producci¢n nacional @NicolasMaduro pic.twitter.com/Gbf5xY4ztp RT,Caracas,2
Entrega planificada de alimentos en B.M. Las Axaguas municipio Palavecino atendiendo 483 familias @Mercal_Lara pic.twitter.com/umgDHXYr7m,Caracas,2
. @CORP_PDMERCAL hoy de la mano con el pueblo desde la Rinconada con m†s de 80TM de alimentos @czosorio pic.twitter.com/9CvxF669wT,Caracas,2
El pueblo muy entusiasta acudi¢ hoy a la megajornada que se efectu¢ en la Rinconada! Alimentos para el soberano! RT pic.twitter.com/2JpuWKXVqJ,Caracas,2
"""No hay medicinas ni alimentos porque unos corruptos rojos rojitos se robaron 350.000 millones de d¢lares y no pasa nada.""",Caracas,2
? @Pr1meroJusticia : . @Dinorahfiguera : ?Protestamos frente a la humillaci¢n de tener que hacer grandes colas para adquirir alimentos ?,Caracas,2
Garantizadas 9.000 toneladas de alimentos para Nueva Esparta esta Semana Santa http://www. avn.info.ve/node/293402 #VenezuelaEsEsperanza . @czosorio,Caracas,2
LA POLICIA ATACANDO A LOS MANIFESTANTE Q RECLAMAN ALIMENTOS Y VIVIENDA. NO NO ES VENEZUELA ESO ES EN ESPA•A DE RAJOY pic.twitter.com/dg8plEluEY,Caracas,2
Recepci¢n de 17TM d harina y el despacho de 9TM d alimentos al M1 El Museo inicia jornada CD Base Sucre @MercalAragua pic.twitter.com/9Nr6gP4122,Caracas,2
@mercalbarinas anaquelando los alimentos para pr¢xima Inauguracion de primer Pdmercal en la Entidad pic.twitter.com/LGizjY04b3,Caracas,2
Fonden destino 8782 millones para compra de alimentos ! . @YvanJoseBello @RedVenezuelaANZ RT http://www. elmundo.com.ve/noticias/econo mia/politicas-publicas/fonden-destino-mas-de-bs--8-782-millones-para-comp.aspx ? pic.twitter.com/WrWJx1bHHn,Caracas,2
Misi¢n Alimentaci¢n CasaxCasa de @mercalmonagas ha beneficiado en marzo a m†s d 5mil flias con 120TM d alimentos pic.twitter.com/mt9tsq2hyB,Caracas,2
Activados este s†bado 455 operativos para la distribuci¢n de alimentos a precios justos http://www. avn.info.ve/node/292300 . @NicolasMaduro RT,Caracas,2
. @mercaldamacuro distribuye 15.89TM de alimentos beneficiando a la comunidad Los Cocos en el estado Delta Amacuro pic.twitter.com/BBtTkOO5NP,Caracas,2
"MIENTRAS EN VENEZUELA EL PUEBLO HACE COLAS PARA COMPRAR ALIMENTOS , EN CADIZ, ESPA•A HACEN COLAS X AYUDA PARA COMER pic.twitter.com/TYgEaHQJlJ",Caracas,2
". @mercalapure cuenta con Abasto Mercal, Super Mercal y 4 Centros de Distribuci¢n para llevar alimentos al pueblo. pic.twitter.com/mTbNHVUsmR",Caracas,2
"Amanecen kilomÇtricas colas para comprar alimentos regulados! Ahora culpa culpa quien? Bachaqueo, guerra econ¢mica, la 4ta, Obama?",Caracas,2
"Cuanto siento Ver madres hacer cola para Ver si ""Consiguen"" alimentos , El Gobierno preocupado x los gringos",Caracas,2
Denigrante y humillante pasar horas bajo el sol en colas para comprar alimentos regulados en un rico pa°s petrolero...,Caracas,2
"Centro de Caracas y cercan°as de Miraflores FULL de colas para comprar alimentos regulados! Wow deben cantar todos ""PatriaQuerida""",Caracas,2
.Taller de Higiene y Manipulaci¢n de los Alimentos dirigido a madres procesadoras del Mcpio Guanta @YvanJoseBello pic.twitter.com/TC5fiTxciC,Caracas,2
GNB ZULIA reporta en el Puente sobre El Lago la retenci¢n de 5 TN de alimentos para animales domÇsticos. pic.twitter.com/9dtLnHBwIs,Caracas,2
"La gloriosa GNB en La Candelaria vigilan las colas para comprar alimentos racionados, con 'peinilla en mano' lo veo y no lo creo!",Caracas,2
La Misi¢n Alimentaci¢n ha distribuido 46.530 toneladas de alimentos en 2015 - http://www. noticias24.com/venezuela/noti cia/276633/mision-alimentacion-ha-distribuido-46-530-toneladas-de-alimentos-en-2015/ ? . @YvanJoseBello,Caracas,2
". @YvanJoseBello Este fin de semana atendi¢ 378 operativos, 389 mil personas beneficiadas para 2435 TM alimentos ≠ RT pic.twitter.com/7H8yuJO9Aq",Caracas,2
70 toneladas de alimentos ha vendido Pdval El Amparo de Cojedes a un mes de inaugurado http://www. avn.info.ve/node/287943 V°a @avnve #NoMasImperialismo,Caracas,2
Desde Palo Verde exigimos #NoMas escasez de alimentos . Hay dolares para balas y no para alimentos @VPJuventudSucre pic.twitter.com/IGbyagSINi,Caracas,2
"Las Comunas van a la batalla de la Producci¢n de alimentos , por el camino de Ch†vez, y vamos a vencer. 120 mil Has. pic.twitter.com/8ea9pVMRR6",Caracas,2
"@Yusnaby :Mientras Maduro sepulta la democracia,en Venezuela la gente desesperada hace cola para alimentos . pic.twitter.com/nAmLfWWdHV",Caracas,2
PDMercal Ocumare de la Costa cuenta.con capacidad de almacenamiento de 50 mil kgs de alimentos ! . @YvanJoseBello pic.twitter.com/8ygrTR3Vb5,Caracas,2
Revoluci¢n es Trabajo y mas Trabajo! #EnCarnavalPazYAlegria @MinppalOficial distribuye ste s†bado 2348TM d alimentos pic.twitter.com/Ze7ivkBKTb,Caracas,2
"44 toneladas d alimentos ma§anaSab desde Santa Ana a CarapitaAntimano,organizado xlos Dip.Dario Vivas y @aleman72psuv pic.twitter.com/6k5quBaH5Y",Caracas,2
